age_group,gender_id,income_bracket,household_size,commute_minutes,orders_per_week,order_windows,avg_spend_aed,tip_pct,fav_cuisines,spice_level,max_radius_km,diet_style,allergens,pack_sustain_score,traceability_interest,pay_premium_cn,liked_features,sub_bundle_yesno,jar_return_likely,mood_menu_value,chef_live_interest,group_cart_value,reorder_nudge_optin,nps,adoption_timing,max_wait_min,fav_discount,primary_concern,badge_influence
18-24,Man,20-35k,5,42,0-1,Lunch 11-14,71.72,15.5,Indian;Asian-street;Healthy bowls,2,7.9,Omnivore,None,4,5,Maybe,Freshness alerts;Reusable-pack rewards;Group cart & split pay;Dynamic off-peak pricing;Community impact badges,No,4,5,4,4,No,4,Immediately,42,Free delivery,Price,5
18-24,Woman,5-10k,4,17,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,64.4,16.8,Arab,1,7.8,Low-carb,None;Gluten,3,2,Yes,Reusable-pack rewards;Community impact badges,Yes,3,3,3,5,Yes,6,1-3 months,31,Free delivery,Quality trust,3
35-44,Woman,5-10k,2,34,0-1,Dinner 18-22,50.52,3.1,Indian,3,1.0,Omnivore,None;Dairy,2,4,No,Dynamic off-peak pricing;Group cart & split pay;AI meal-builder;Mood-weather menu;Freshness alerts,No,1,3,3,3,No,4,Immediately,43,Free delivery,Delivery speed,5
35-44,Woman,20-35k,2,10,4-5,Snack 14-17;Lunch 11-14;Breakfast 6-10,61.99,8.7,Healthy bowls;Asian-street;Arab,3,13.0,Omnivore,Seafood,4,3,Maybe,Group cart & split pay;Freshness alerts,Yes,3,4,3,3,Yes,4,Within 1 month,23,Free delivery,Quality trust,5
18-24,Non-binary,5-10k,1,17,4-5,Lunch 11-14;Breakfast 6-10,48.16,7.1,Healthy bowls;Western-comfort;Indian,2,6.8,Omnivore,None;Seafood,4,2,Maybe,Mood-weather menu;Dynamic off-peak pricing;AI meal-builder;Group cart & split pay,No,5,4,3,3,Yes,6,Not interested,38,Free delivery,Price,3
35-44,Woman,20-35k,1,5,4-5,Dinner 18-22;Lunch 11-14,35.53,9.4,Indian;Arab;Healthy bowls,2,1.0,Low-carb,Seafood;Gluten,4,3,No,AI meal-builder;Freshness alerts;Community impact badges;Group cart & split pay;Dynamic off-peak pricing,No,5,4,4,3,Yes,5,After friends’ reviews,43,Free dessert add-on,App ease,5
35-44,Man,5-10k,2,35,2-3,Lunch 11-14;Breakfast 6-10;Dinner 18-22,55.51,5.4,Indian;Desserts / Bakery;Asian-street,3,8.4,Omnivore,Dairy,5,4,Yes,Group cart & split pay;Freshness alerts,No,4,3,3,4,Yes,7,1-3 months,48,Free delivery,Quality trust,2
25-34,Man,10-20k,1,55,2-3,Snack 14-17;Breakfast 6-10;Dinner 18-22,44.66,8.8,Indian,2,11.4,Omnivore,None;Soy,4,3,No,Reusable-pack rewards;Group cart & split pay;Chef livestreams & AR plating guides;Community impact badges,No,3,4,3,3,No,7,Immediately,44,Free dessert add-on,Price,2
25-34,Man,20-35k,3,55,2-3,Breakfast 6-10;Dinner 18-22;Lunch 11-14,81.32,14.4,Western-comfort;Arab,3,14.6,Vegetarian,Dairy,3,3,Maybe,Group cart & split pay;Mood-weather menu;Freshness alerts;Reusable-pack rewards;Dynamic off-peak pricing,Yes,4,5,4,3,Yes,5,Immediately,34,Free delivery,Price,4
35-44,Prefer not to say,<5k,2,30,2-3,Dinner 18-22,41.54,8.6,Desserts / Bakery,4,6.7,Omnivore,None,3,1,Yes,Chef livestreams & AR plating guides;Group cart & split pay;Community impact badges,No,5,4,2,5,Yes,6,Within 1 month,45,Free delivery,Delivery speed,4
35-44,Man,20-35k,3,18,4-5,Lunch 11-14,28.23,3.1,Indian,4,14.5,Vegan,Nuts,4,4,Maybe,Dynamic off-peak pricing;Community impact badges;Chef livestreams & AR plating guides,No,3,4,3,2,Yes,2,Immediately,33,Off-peak % discount,Delivery speed,4
18-24,Man,10-20k,2,5,2-3,Dinner 18-22;Lunch 11-14;Breakfast 6-10,78.52,9.2,Asian-street;Desserts / Bakery;Healthy bowls,3,8.1,Vegan,Seafood;None,2,4,Maybe,Reusable-pack rewards;Mood-weather menu;Dynamic off-peak pricing;Freshness alerts;Community impact badges,No,4,3,4,4,Yes,5,After friends’ reviews,53,Loyalty points,App ease,2
45-54,Woman,5-10k,3,5,4-5,Dinner 18-22;Lunch 11-14,63.38,6.7,Indian,3,7.8,Vegan,None,3,2,Yes,Freshness alerts;Dynamic off-peak pricing,No,3,3,2,5,No,6,Immediately,34,Free delivery,Delivery speed,3
18-24,Woman,10-20k,2,10,4-5,Dinner 18-22;Snack 14-17,53.62,15.1,Asian-street;Healthy bowls;Desserts / Bakery,3,11.5,Omnivore,None;Dairy,4,4,Maybe,Mood-weather menu;Community impact badges;Freshness alerts;AI meal-builder,No,4,3,3,4,Yes,4,Not interested,38,Free dessert add-on,Quality trust,3
18-24,Prefer not to say,10-20k,4,32,2-3,Late night 22-02;Lunch 11-14,44.45,13.9,Asian-street,3,3.7,Vegetarian,None;Nuts,4,3,Maybe,AI meal-builder;Chef livestreams & AR plating guides,No,4,2,4,3,No,3,1-3 months,39,Loyalty points,Other,5
25-34,Man,20-35k,3,32,0-1,Dinner 18-22,121.5,5.7,Asian-street,4,8.3,Vegetarian,None;Gluten,4,3,Yes,Dynamic off-peak pricing;Community impact badges;Freshness alerts,Yes,4,5,3,4,Yes,7,1-3 months,33,Off-peak % discount,Price,3
18-24,Man,10-20k,1,35,2-3,Dinner 18-22;Snack 14-17;Lunch 11-14,46.21,6.6,Asian-street;Healthy bowls,3,10.7,Pescatarian,Gluten;None,2,2,Maybe,Reusable-pack rewards;Freshness alerts;Chef livestreams & AR plating guides;Dynamic off-peak pricing,Yes,4,4,4,5,Yes,2,Within 1 month,42,Loyalty points,Other,4
55+,Non-binary,5-10k,2,42,2-3,Lunch 11-14;Dinner 18-22,25.57,14.0,Arab;Asian-street;Western-comfort,1,10.8,Omnivore,Gluten,2,4,Maybe,Group cart & split pay;Reusable-pack rewards;Mood-weather menu;Chef livestreams & AR plating guides,No,3,5,4,3,Yes,7,Within 1 month,39,Free delivery,Price,3
35-44,Woman,10-20k,3,17,2-3,Late night 22-02,31.21,9.1,Arab,3,11.9,Omnivore,None,4,4,No,Reusable-pack rewards;AI meal-builder;Community impact badges,No,4,2,3,3,Yes,10,Within 1 month,58,Free dessert add-on,App ease,4
25-34,Man,35k+,2,48,2-3,Lunch 11-14;Dinner 18-22;Snack 14-17,84.4,10.3,Western-comfort,4,6.4,Vegetarian,Nuts;Dairy,3,5,No,Mood-weather menu;Group cart & split pay;Chef livestreams & AR plating guides;Dynamic off-peak pricing,No,4,2,4,4,Yes,5,1-3 months,56,Loyalty points,Price,3
55+,Woman,5-10k,4,59,2-3,Lunch 11-14;Dinner 18-22;Late night 22-02,35.74,13.1,Western-comfort;Healthy bowls,2,11.5,Omnivore,None,3,4,Yes,AI meal-builder;Group cart & split pay;Community impact badges,Yes,3,3,2,3,Yes,9,After friends’ reviews,38,Off-peak % discount,Price,2
18-24,Man,20-35k,2,17,4-5,Dinner 18-22;Late night 22-02;Snack 14-17,28.01,7.9,Healthy bowls;Asian-street;Indian,1,6.2,Omnivore,Dairy;None,4,4,No,Group cart & split pay;Freshness alerts;AI meal-builder,Yes,2,2,5,5,Yes,8,Within 1 month,43,Loyalty points,Quality trust,3
45-54,Man,5-10k,3,9,2-3,Dinner 18-22,118.32,6.6,Desserts / Bakery;Asian-street,2,8.0,Omnivore,Eggs;None,3,3,No,Mood-weather menu;Group cart & split pay;Freshness alerts;Chef livestreams & AR plating guides,No,3,3,4,3,Yes,8,1-3 months,37,Off-peak % discount,Price,2
18-24,Man,<5k,5,72,4-5,Lunch 11-14,65.21,0.6,Asian-street;Healthy bowls,3,1.6,Omnivore,None,3,4,Maybe,AI meal-builder;Freshness alerts,Yes,4,4,4,4,Yes,4,1-3 months,57,Free dessert add-on,Packaging waste,5
18-24,Woman,10-20k,1,43,0-1,Late night 22-02;Lunch 11-14,54.04,10.4,Healthy bowls;Desserts / Bakery;Asian-street,3,10.4,Omnivore,Eggs;Gluten,5,4,Maybe,Freshness alerts;Dynamic off-peak pricing,Yes,5,3,3,3,No,3,Immediately,37,Free dessert add-on,Price,2
25-34,Man,20-35k,2,38,0-1,Snack 14-17;Lunch 11-14;Dinner 18-22,41.26,15.1,Arab,2,11.3,Pescatarian,Soy,4,4,Maybe,Community impact badges;Freshness alerts,Yes,4,4,3,5,Yes,5,After friends’ reviews,39,Free delivery,Quality trust,3
35-44,Man,5-10k,2,47,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,49.66,5.1,Indian;Healthy bowls,2,14.5,Omnivore,None,2,3,Maybe,Mood-weather menu;Community impact badges;Group cart & split pay,Yes,5,4,2,4,Yes,3,Immediately,39,Loyalty points,Packaging waste,3
25-34,Prefer not to say,5-10k,2,28,2-3,Dinner 18-22,86.23,2.3,Asian-street;Western-comfort,2,7.2,High-protein,None;Seafood,4,3,Yes,Group cart & split pay;Reusable-pack rewards;Mood-weather menu;Chef livestreams & AR plating guides,Yes,3,5,3,3,Yes,10,Immediately,41,Off-peak % discount,Price,4
35-44,Man,5-10k,3,31,2-3,Lunch 11-14;Dinner 18-22;Snack 14-17,52.17,17.0,Desserts / Bakery,4,8.4,Omnivore,None;Gluten,4,4,No,Community impact badges;Freshness alerts,No,3,4,4,4,Yes,9,1-3 months,39,Free dessert add-on,App ease,2
45-54,Non-binary,10-20k,2,29,0-1,Breakfast 6-10,44.87,5.6,Western-comfort,2,10.8,Omnivore,None,3,5,Yes,Community impact badges;Dynamic off-peak pricing;Group cart & split pay;Chef livestreams & AR plating guides,No,3,3,3,2,No,10,Not interested,21,Off-peak % discount,Price,3
25-34,Woman,<5k,2,74,0-1,Dinner 18-22,33.19,8.5,Desserts / Bakery;Arab,1,7.7,Pescatarian,None,3,3,Maybe,AI meal-builder;Community impact badges;Mood-weather menu;Group cart & split pay,No,3,2,5,3,Yes,7,1-3 months,36,Free dessert add-on,App ease,4
45-54,Woman,<5k,4,15,4-5,Dinner 18-22;Late night 22-02;Snack 14-17,123.48,13.4,Asian-street,1,5.7,Omnivore,None;Eggs,3,4,No,Community impact badges;Mood-weather menu;AI meal-builder;Dynamic off-peak pricing,Yes,4,3,3,3,Yes,6,Within 1 month,45,Free delivery,Price,4
25-34,Woman,20-35k,1,11,4-5,Lunch 11-14;Late night 22-02,36.9,0.0,Indian;Arab,1,7.0,Pescatarian,Nuts;None,3,4,Yes,Community impact badges;AI meal-builder;Freshness alerts,No,3,3,3,4,Yes,10,Within 1 month,28,Free delivery,App ease,3
25-34,Man,10-20k,3,35,0-1,Lunch 11-14,31.55,13.8,Indian;Arab;Western-comfort,1,10.2,High-protein,Dairy;Gluten,5,4,No,Dynamic off-peak pricing;Mood-weather menu;Group cart & split pay;Community impact badges,No,4,3,2,2,No,6,Immediately,47,Off-peak % discount,Price,5
25-34,Man,5-10k,3,34,4-5,Lunch 11-14;Dinner 18-22;Snack 14-17,36.94,2.0,Desserts / Bakery;Asian-street,3,4.6,High-protein,None;Gluten,3,3,Maybe,Freshness alerts;Community impact badges,No,4,4,4,2,Yes,5,Immediately,50,Off-peak % discount,App ease,4
45-54,Man,10-20k,6,12,2-3,Dinner 18-22;Snack 14-17;Lunch 11-14,43.52,10.7,Arab,1,8.3,Omnivore,Soy,4,2,No,Freshness alerts;AI meal-builder;Reusable-pack rewards;Community impact badges;Mood-weather menu,Yes,3,4,4,5,No,5,After friends’ reviews,56,Free delivery,App ease,4
35-44,Woman,10-20k,3,14,4-5,Dinner 18-22;Lunch 11-14;Snack 14-17,25.17,6.8,Western-comfort;Arab;Healthy bowls,2,7.2,Omnivore,None;Gluten,3,3,Yes,Dynamic off-peak pricing;Group cart & split pay,No,4,5,1,4,Yes,4,Not interested,32,Loyalty points,Delivery speed,3
25-34,Woman,5-10k,5,5,4-5,Late night 22-02;Dinner 18-22,80.31,4.2,Arab;Desserts / Bakery;Western-comfort,2,9.2,Omnivore,None;Gluten,3,3,Yes,Group cart & split pay;Reusable-pack rewards,Yes,4,4,3,3,Yes,8,Immediately,40,Free delivery,App ease,1
35-44,Man,10-20k,2,5,2-3,Lunch 11-14;Dinner 18-22;Late night 22-02,63.38,0.0,Healthy bowls;Western-comfort,4,6.1,Omnivore,None;Soy,4,5,No,Mood-weather menu;Dynamic off-peak pricing;AI meal-builder;Chef livestreams & AR plating guides,No,4,4,3,5,Yes,5,Within 1 month,44,Loyalty points,Other,3
35-44,Woman,20-35k,1,57,4-5,Dinner 18-22;Breakfast 6-10;Lunch 11-14,55.72,9.5,Western-comfort;Asian-street;Arab,3,7.2,Pescatarian,Gluten;None,4,3,Yes,Freshness alerts;AI meal-builder;Dynamic off-peak pricing;Group cart & split pay,No,1,4,3,2,Yes,5,After friends’ reviews,52,Loyalty points,Other,2
18-24,Woman,5-10k,2,27,2-3,Breakfast 6-10,82.36,9.2,Arab;Healthy bowls,2,8.1,Low-carb,None,3,4,Maybe,Community impact badges;Mood-weather menu,Yes,3,3,3,5,No,7,Within 1 month,45,Off-peak % discount,Quality trust,4
18-24,Woman,20-35k,4,18,4-5,Lunch 11-14,59.57,5.7,Indian;Arab,3,5.7,Omnivore,Dairy;None,4,3,Maybe,AI meal-builder;Dynamic off-peak pricing;Group cart & split pay,No,2,2,2,2,Yes,5,1-3 months,36,Off-peak % discount,App ease,4
18-24,Woman,10-20k,2,43,2-3,Snack 14-17;Dinner 18-22,167.42,8.5,Western-comfort;Indian,3,8.2,Omnivore,Soy;Eggs,4,4,Maybe,Mood-weather menu;AI meal-builder,Yes,5,3,3,4,Yes,9,Within 1 month,23,Loyalty points,Delivery speed,3
18-24,Woman,10-20k,4,20,0-1,Lunch 11-14;Dinner 18-22;Late night 22-02,37.95,5.4,Indian;Asian-street;Healthy bowls,3,4.5,Omnivore,None,3,3,Yes,Chef livestreams & AR plating guides;Dynamic off-peak pricing;Freshness alerts;Reusable-pack rewards,No,4,2,3,2,No,7,1-3 months,47,Off-peak % discount,Quality trust,5
35-44,Woman,10-20k,2,23,4-5,Dinner 18-22;Snack 14-17,29.91,14.2,Indian,3,11.2,Omnivore,None,3,4,Maybe,Reusable-pack rewards;Dynamic off-peak pricing;Community impact badges;AI meal-builder;Freshness alerts,Yes,3,3,1,5,Yes,9,Immediately,47,Free delivery,Price,4
25-34,Man,5-10k,4,33,2-3,Dinner 18-22;Lunch 11-14,64.85,8.3,Western-comfort,2,12.1,Omnivore,Gluten,4,3,Maybe,Mood-weather menu;Freshness alerts;Chef livestreams & AR plating guides;AI meal-builder;Reusable-pack rewards,No,5,4,2,3,Yes,4,Within 1 month,46,Free delivery,Price,4
25-34,Man,<5k,4,15,2-3,Breakfast 6-10;Dinner 18-22,118.07,9.5,Asian-street;Desserts / Bakery,3,3.7,Omnivore,Dairy,2,4,Yes,Reusable-pack rewards;Community impact badges;Group cart & split pay,No,5,4,3,5,No,10,After friends’ reviews,33,Off-peak % discount,Quality trust,4
55+,Man,35k+,2,37,6+,Dinner 18-22,95.76,5.3,Desserts / Bakery;Western-comfort;Healthy bowls,2,16.9,Vegetarian,None,4,2,Yes,Reusable-pack rewards;AI meal-builder;Group cart & split pay,No,3,2,2,3,Yes,3,Immediately,43,Off-peak % discount,Quality trust,4
25-34,Woman,10-20k,14,126,4-5,Dinner 18-22;Lunch 11-14;Breakfast 6-10,357.40897,25.837559,Indian,4,9.3,Low-carb,Nuts,5,3,Yes,AI meal-builder;Mood-weather menu;Group cart & split pay;Freshness alerts,No,4,2,3,3,No,4,1-3 months,34,Loyalty points,Delivery speed,4
25-34,Woman,5-10k,5,20,2-3,Breakfast 6-10,28.18,15.1,Indian,1,10.4,Low-carb,None,4,3,Maybe,Mood-weather menu;Reusable-pack rewards;Freshness alerts,Yes,2,4,3,4,Yes,8,1-3 months,34,Off-peak % discount,Quality trust,3
25-34,Woman,10-20k,1,27,2-3,Dinner 18-22;Lunch 11-14;Late night 22-02,23.04,12.3,Desserts / Bakery;Western-comfort,3,12.4,Low-carb,None,4,5,Maybe,Group cart & split pay;Chef livestreams & AR plating guides;Mood-weather menu;AI meal-builder;Freshness alerts,No,3,5,2,5,Yes,10,After friends’ reviews,30,Free delivery,Quality trust,3
18-24,Man,10-20k,3,48,0-1,Late night 22-02;Lunch 11-14,23.59,8.1,Indian;Western-comfort;Healthy bowls,4,10.5,High-protein,Soy;None,3,4,Yes,Mood-weather menu;Group cart & split pay,Yes,2,5,5,5,No,6,Within 1 month,23,Off-peak % discount,Price,3
18-24,Woman,5-10k,3,42,2-3,Lunch 11-14;Dinner 18-22;Late night 22-02,35.04,8.4,Healthy bowls;Western-comfort,2,4.5,Omnivore,None;Gluten,3,4,Maybe,Reusable-pack rewards;Chef livestreams & AR plating guides;AI meal-builder,Yes,5,3,1,4,Yes,9,1-3 months,57,Off-peak % discount,Quality trust,2
25-34,Man,35k+,1,14,4-5,Dinner 18-22;Lunch 11-14,133.18,12.9,Arab,2,4.6,Vegan,Eggs,4,4,Yes,Freshness alerts;Chef livestreams & AR plating guides;Reusable-pack rewards;Dynamic off-peak pricing;Community impact badges,Yes,4,4,4,2,Yes,8,Within 1 month,47,Free delivery,Other,4
55+,Woman,5-10k,4,39,2-3,Lunch 11-14,56.3,6.2,Western-comfort;Healthy bowls;Asian-street,3,5.0,Omnivore,None;Seafood,3,5,Yes,Freshness alerts;Community impact badges;Mood-weather menu;AI meal-builder,Yes,4,2,2,4,No,1,After friends’ reviews,48,Free delivery,App ease,3
25-34,Man,10-20k,4,27,0-1,Snack 14-17;Lunch 11-14;Dinner 18-22,68.34,7.4,Western-comfort;Indian,2,3.0,Omnivore,None,4,3,Maybe,Mood-weather menu;Community impact badges;Chef livestreams & AR plating guides;Freshness alerts,No,4,3,3,4,Yes,9,Within 1 month,37,Free delivery,App ease,3
18-24,Woman,10-20k,2,16,4-5,Lunch 11-14,38.9,7.6,Asian-street,1,8.0,Vegan,Eggs;Soy,5,5,Yes,Mood-weather menu;Reusable-pack rewards;AI meal-builder;Dynamic off-peak pricing,Yes,3,3,2,2,Yes,3,After friends’ reviews,58,Free delivery,Packaging waste,2
45-54,Man,10-20k,3,5,2-3,Lunch 11-14,48.78,7.9,Indian;Healthy bowls;Western-comfort,3,11.1,Vegetarian,None;Dairy,3,3,Maybe,Freshness alerts;Community impact badges;Mood-weather menu,No,5,5,3,3,Yes,9,Not interested,35,Loyalty points,Price,5
55+,Man,5-10k,2,46,2-3,Dinner 18-22,52.71,11.9,Asian-street;Desserts / Bakery,3,4.0,Omnivore,Nuts,3,3,No,Mood-weather menu;Freshness alerts;Reusable-pack rewards;Chef livestreams & AR plating guides,Yes,4,3,2,4,Yes,5,Immediately,50,Off-peak % discount,Price,1
25-34,Man,20-35k,4,10,0-1,Dinner 18-22,69.06,15.8,Western-comfort,2,8.6,Omnivore,Nuts,3,4,No,Dynamic off-peak pricing;Community impact badges;Chef livestreams & AR plating guides,No,4,3,2,5,Yes,5,Not interested,53,Free dessert add-on,Packaging waste,1
45-54,Man,35k+,7,51,2-3,Snack 14-17,31.43,1.5,Healthy bowls,2,4.7,Low-carb,None,4,2,Maybe,Community impact badges;Dynamic off-peak pricing,Yes,4,3,5,4,Yes,10,Immediately,29,Free dessert add-on,Packaging waste,3
35-44,Woman,5-10k,6,40,4-5,Dinner 18-22;Snack 14-17;Late night 22-02,86.57,1.1,Western-comfort;Desserts / Bakery;Indian,2,6.9,Omnivore,None,4,3,Yes,AI meal-builder;Reusable-pack rewards;Freshness alerts;Community impact badges;Chef livestreams & AR plating guides,Yes,2,1,1,5,No,5,Within 1 month,41,Off-peak % discount,Packaging waste,5
45-54,Woman,20-35k,10,82,2-3,Dinner 18-22;Snack 14-17,356.84296,29.372553,Indian,1,5.4,Vegetarian,None;Seafood,5,3,No,Group cart & split pay;AI meal-builder;Freshness alerts;Community impact badges,No,4,3,2,4,Yes,5,Not interested,29,Loyalty points,Delivery speed,5
45-54,Man,5-10k,5,43,4-5,Lunch 11-14;Late night 22-02,54.88,9.3,Asian-street;Desserts / Bakery;Indian,2,6.2,Vegan,None,3,5,Yes,AI meal-builder;Group cart & split pay;Community impact badges,Yes,4,2,4,2,No,8,Immediately,27,Free delivery,Quality trust,3
18-24,Man,20-35k,4,38,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,52.65,7.7,Arab;Desserts / Bakery,1,15.6,Omnivore,None;Dairy,5,1,Yes,Chef livestreams & AR plating guides;Dynamic off-peak pricing,Yes,5,4,2,4,No,1,After friends’ reviews,36,Off-peak % discount,Price,4
55+,Man,<5k,3,31,2-3,Lunch 11-14;Dinner 18-22,46.49,7.4,Western-comfort;Indian;Arab,3,7.2,High-protein,None;Nuts,2,2,Yes,Chef livestreams & AR plating guides;Mood-weather menu;AI meal-builder,No,3,2,4,3,Yes,5,Not interested,45,Loyalty points,Delivery speed,4
18-24,Man,<5k,5,5,2-3,Late night 22-02,83.77,10.9,Indian;Arab,1,10.0,Omnivore,None;Nuts,4,3,Maybe,Freshness alerts;AI meal-builder;Community impact badges;Mood-weather menu;Chef livestreams & AR plating guides,Yes,4,2,3,3,Yes,8,After friends’ reviews,38,Off-peak % discount,App ease,4
18-24,Man,10-20k,3,34,2-3,Dinner 18-22;Lunch 11-14;Breakfast 6-10,62.66,0.0,Desserts / Bakery,2,9.7,Vegetarian,Nuts,3,3,Maybe,Group cart & split pay;Community impact badges;Dynamic off-peak pricing,Yes,3,2,4,3,Yes,8,Immediately,27,Loyalty points,Delivery speed,5
25-34,Woman,10-20k,1,6,2-3,Lunch 11-14;Late night 22-02,49.21,5.4,Arab;Western-comfort;Desserts / Bakery,3,3.7,Omnivore,None;Nuts,4,4,Maybe,AI meal-builder;Chef livestreams & AR plating guides,Yes,3,4,2,4,No,10,After friends’ reviews,39,Free delivery,Price,3
25-34,Man,<5k,4,22,4-5,Breakfast 6-10,44.27,9.8,Desserts / Bakery;Western-comfort;Healthy bowls,2,6.2,Omnivore,None;Soy,5,2,No,Group cart & split pay;AI meal-builder,No,4,3,4,3,Yes,10,Immediately,44,Off-peak % discount,Price,3
25-34,Woman,10-20k,4,61,0-1,Dinner 18-22;Snack 14-17,82.79,6.5,Western-comfort,2,6.6,Omnivore,Gluten,5,3,Maybe,Group cart & split pay;Dynamic off-peak pricing,Yes,3,4,3,4,Yes,5,After friends’ reviews,57,Off-peak % discount,Quality trust,2
25-34,Man,5-10k,4,10,2-3,Snack 14-17;Dinner 18-22;Lunch 11-14,39.03,9.0,Asian-street;Desserts / Bakery;Indian,3,3.5,Vegetarian,Seafood;None,5,4,Maybe,Mood-weather menu;Dynamic off-peak pricing,No,3,3,4,4,Yes,8,Immediately,45,Off-peak % discount,Other,3
18-24,Man,5-10k,4,48,2-3,Dinner 18-22,53.04,7.3,Asian-street;Desserts / Bakery,1,9.9,Omnivore,Dairy;Nuts,4,3,No,Community impact badges;Mood-weather menu;Dynamic off-peak pricing;Group cart & split pay,Yes,5,4,3,2,No,5,Immediately,43,Free dessert add-on,App ease,3
45-54,Non-binary,35k+,7,5,2-3,Lunch 11-14;Dinner 18-22,75.56,11.9,Desserts / Bakery,3,7.5,Omnivore,Seafood;None,3,2,Maybe,Freshness alerts;Community impact badges;Chef livestreams & AR plating guides,Yes,3,3,3,3,No,6,1-3 months,43,Free delivery,Price,3
35-44,Man,10-20k,4,5,2-3,Late night 22-02,65.98,7.9,Indian;Asian-street,3,5.2,Vegan,None;Dairy,4,4,Maybe,AI meal-builder;Group cart & split pay;Reusable-pack rewards;Dynamic off-peak pricing;Community impact badges,Yes,4,5,4,2,Yes,7,Within 1 month,35,Off-peak % discount,Quality trust,4
35-44,Man,5-10k,3,26,0-1,Dinner 18-22;Late night 22-02;Snack 14-17,31.05,6.5,Asian-street;Healthy bowls,4,7.6,Omnivore,Seafood;None,4,4,Yes,Freshness alerts;Reusable-pack rewards;AI meal-builder;Group cart & split pay;Chef livestreams & AR plating guides,No,2,4,5,3,Yes,7,Immediately,38,Free delivery,Packaging waste,3
35-44,Woman,<5k,2,25,2-3,Lunch 11-14;Dinner 18-22;Snack 14-17,55.89,13.1,Indian;Asian-street,4,5.0,Omnivore,None;Eggs,5,4,Yes,Chef livestreams & AR plating guides;Dynamic off-peak pricing;Freshness alerts;Community impact badges,Yes,4,4,2,4,No,10,Immediately,34,Off-peak % discount,Price,3
25-34,Man,<5k,3,41,4-5,Lunch 11-14;Dinner 18-22,35.04,8.8,Indian;Asian-street,3,12.7,Vegetarian,None;Soy,4,2,Maybe,Dynamic off-peak pricing;AI meal-builder,No,4,2,4,4,Yes,10,Immediately,42,Off-peak % discount,App ease,4
25-34,Woman,35k+,1,46,2-3,Dinner 18-22;Lunch 11-14,47.72,9.2,Indian;Healthy bowls;Arab,1,9.5,Omnivore,Seafood,5,3,No,Freshness alerts;AI meal-builder;Dynamic off-peak pricing;Community impact badges,No,2,5,4,3,Yes,5,Immediately,29,Free delivery,Price,5
18-24,Woman,20-35k,3,26,2-3,Lunch 11-14;Breakfast 6-10;Snack 14-17,42.03,9.5,Asian-street;Arab;Western-comfort,2,8.1,Vegan,Gluten;None,3,3,No,Mood-weather menu;Reusable-pack rewards,No,2,4,3,4,Yes,3,Immediately,38,Free dessert add-on,Quality trust,2
18-24,Woman,5-10k,1,41,2-3,Dinner 18-22,52.88,8.8,Desserts / Bakery,2,6.4,Omnivore,Gluten;Seafood,3,4,Yes,Community impact badges;Freshness alerts,Yes,3,4,3,5,Yes,6,1-3 months,19,Off-peak % discount,Price,2
45-54,Non-binary,10-20k,1,74,2-3,Lunch 11-14;Late night 22-02;Dinner 18-22,42.02,11.2,Asian-street;Western-comfort,3,5.9,Omnivore,None,4,3,Maybe,Group cart & split pay;Community impact badges;Dynamic off-peak pricing;Freshness alerts,Yes,4,3,3,3,No,10,Immediately,27,Free delivery,Quality trust,4
35-44,Man,10-20k,3,11,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,35.96,18.7,Western-comfort;Arab,3,11.7,Omnivore,None;Eggs,4,5,Maybe,Freshness alerts;Group cart & split pay;Chef livestreams & AR plating guides;AI meal-builder;Reusable-pack rewards,No,1,3,3,3,No,5,Within 1 month,50,Free delivery,Packaging waste,4
25-34,Woman,5-10k,2,55,4-5,Dinner 18-22,51.18,7.0,Asian-street;Arab;Western-comfort,3,12.5,Omnivore,Eggs;Dairy,3,4,No,AI meal-builder;Mood-weather menu;Chef livestreams & AR plating guides;Freshness alerts,Yes,5,4,1,4,Yes,4,Immediately,46,Off-peak % discount,Delivery speed,4
18-24,Man,10-20k,3,41,2-3,Lunch 11-14,31.35,11.2,Indian;Healthy bowls;Western-comfort,2,7.7,Omnivore,None;Nuts,3,4,Maybe,Dynamic off-peak pricing;Reusable-pack rewards;Freshness alerts;AI meal-builder;Mood-weather menu,No,3,4,3,5,Yes,7,Within 1 month,56,Free delivery,Price,3
